songinfo,lyrics,year
BIZ MARKIE - JUST A FRIEND LYRICS,"Have you ever met a girl that you tried to date  But a year to make love she wanted you to wait  Let me tell ya a story of my situation  I was talkin to this girl from the U.S. nation  The way that I met her was on tour at a concert  She had long hair and a short miniskirt  I just got onstage drippin, pourin with sweat  I was walkin through the crowd and gues who I met  I whispered in her ear, Come to the picture booth  So I can ask you some questions to see if you are a hundred proof  I asked her her name, she said blah-blah-blah  She had 9/10 pants and a very big bra  I took a couple of flicks and she was enthused  I said, How do you like the show?   she said, I was very amused  I started throwin bass, she started throwin back mid-range  But when I sprung the question, she acted kind of strange  Then when I asked, Do ya have a man, she tried to pretend  She said, No I dont, I only have a friend  Come on, Im not even goin for it  This is what Im goin sing   You, you got what I need but you say hes just a friend  And you say hes just a friend, oh baby  You, you got what I need but you say hes just a friend  But you say hes just a friend, oh baby  You, you got what I need but you say hes just a friend  But you say hes just a friend   So I took blah-blahs word for it at this time  I thought just havin a friend couldnt be no crime  Cause I have friends and thats a fact   Like Agnes, Agatha, Germaine, and Jacq  Forget about that, lets go into the story  About a girl named blah-blah-blah that adored me  So we started talkin, getttin familiar  Spendin a lot of time so we can build up  A relationship or some undderstanding  How its gonna be in the future we was plannin  Everything sounded so dandy and sweet  I had no idea I was in for a treat  After this was established, everything was cool  The tour was over and she went back to school  I called every day to see how she was doin  Everytime that I called her it seemed somethin was brewin  i called her room, a guy picked up and then i called again  I said, Yo, who was that? Oh, hes just a friend  Dont gimme that, dont ever gimme that  Jus bust this   You, you got what I need but you say hes just a friend  And you say hes just a friend, oh baby  You, you got what I need but you say hes just a friend  But you say hes just a friend, oh baby  You, you got what I need but you say hes just a friend  But you say hes just a friend   So I came to her college on a surprise visit  To see my girl that was so exquisite  It was a school day, I knew she was there  The first semester of the school year  I went to a gate to ask where was her dorm  This guy made me fill out a visitors form  He told me where it was and I as on my way  To see my baby doll, I was happy to say  I arrrived in front of the dormitory  Yo, could you tell me where is door three?  They showed me where it was for the moment  I didnt know I was in for such an event  So I came to her room and opened the door  Oh, snap! Guess what I saw?  A fella tongue-kissin my girl in the mouth,  I was so in shock my heart went down south  So please listen to the message that I say  Dont ever talk to a girl who says she just has a friend",1990
KRIS KROSS - WARM IT UP KRIS LYRICS,"Uh well, this is how nice and smooth it is Hey uh, listen to them  Warm it up, Kris Im about to Warm it up, Kris cause thats what I was born to do Warm it up, Kris cause thats what I was born to do Warm it up, Kris Im about to  So many times I heard you rhyme But you cant touch this Im kicking the type of flow That makes you say, Youre too much Kris So feel the fire of the one they call the Mac Dad The fires what I pack and what I pack is real bad  Id like to grab a hold of your soul and never let go Now thats the state of mind Im in, huh Never til they jump, til they say, Hoo With rhyme after rhyme I win  The Mac, the Mac, nuff for breakin em off somethin They layin in the back and front, keepin the speakers pumpin The miggida, miggida, miggida Mac came to get a warm And my pants to the back thats my everyday uniform  Keep dreaming cause the Mac you will never be You little cream puff Mac Daddy wannabe You can get the finger, the middle So all yall with the Dr. Seuss riddles Warm it up, Kris Im about to  Warm it up, Kris cause thats what I was born to do Warm it up, Kris Im about to Warm it up, Kris, hey, yo Kris, kick it first  You know its sto, its sto Peepin at my rhymes its dope its dope And for you theres know call my name what? The Daddy Mac, baby, Totally Krossed Out  The age I be, I should be playin with toys Catchin all the ladies Instead I put my hand into make you make noise Thats how I kick it thats my everyday life And I rehearse to keep it sharp as a knife, man  Im the wrong brotha that sucks to be messin with Cause when I put the mic in my hand, I start wreckin it They call me the D A double D Y M A C And there aint another brotha bad as me  When I let go somethin from the ghetto Word, a little brother kickin rhymes like you never ever heard Daddy of them all shootin to kill like a gun Showin suckas how its done  Warm it up, Kris cause thats what I was born to do Warm it up, Kris cause thats what I was born to do Warm it up, Kris cause thats what I was born to do Warm it up, Kris Im about to  Yea, now you all know and the Mac to all that, whats up? Yea, we gonna kick one more verse for you all So many times I heard you rhyme but you cant touch this  Im kicking, the type of flow That makes you say, Youre too much Kris So feel the fire of the one they call the Mac Dad The fires what I pack and what I pack is real bad  Id like to grab a hold of your soul and never let go Never til they jump, til they say, Hoo Now thats the state of mind Im in, huh With rhyme after rhyme I win  Im the wrong brotha that sucks to be messin with Cause when I put the mic in my hand I start wreckin it They call me the D A double D Y M A C And there aint another brotha bad as me  When I let go, word, a little brother Kickin rhymes like you never ever heard Somethin from the ghetto Kris Kross show em how its done Daddy of them all shootin to kill like a gun Warm it up Kris Im about to  Warm it up, Kris cause thats what I was born to do Warm it up, Kris cause thats what I was born to do Warm it up, Kris cause thats what I was born to do Warm it up, Kris cause thats what I was born to do Warm it up, Kris cause thats what I was born to do Warm it up, Kris cause thats what I was born to do  Warm it up, Kris Warm it up, Kris Warm it up, Kris ...",1992
BONE THUGS-N-HARMONY - GHETTO COWBOY LYRICS,"You better count your money (Ghetto Cowboy) You better count your money (Ghetto Cowboy) You better count your money (Ghetto Cowboy) You better count your money (Ghetto Cowboy) The name is Krayzie, big bad ass bone, Wanted up north for all the gold that I stole, Along with some cash I even took the mayors daughter, Now that theres kidnap, but she was with us so I brought her. Dun got myself into a whole heap of trouble, Doublecrossed by the law so its nobody to run to, Yeah its just me and my sawedoff shotgun, I dun now call him Leatherface. Im headed for the west heard they got a couple banks in town That aint been held up yet, well uh, I ought to make it by sundown, I figure thats enough time for me to get the whole rundown, So I continue my mission, its gettin dark So now Im watching for them damn injuns, They like to catch up then they rob n split. Ill be a rootin tootin shootin damn fool, protectin my chips. All of a sudden, I heard somebody rumble in the bushes, stopped my horse, Whoa nelly! Who in the bushes, you better speak up, Or Imma let my shotguns song sing out. Whos this? Hope this aint the law, draw out the bushes with my sawedoff shotgun. Come on out right now Im gettin angry. Took a step back cause it could get dangerous. Please dont shoot its just me Thug Queen Horse Stealer. Then why the hell is you hidin in them bushes Im wanted in 4 counties, for armed robbery, killed 2 sheriffs, 6 of his best men with my head, Stole 2 horses, thought you was the law thats why I jumped in the bushes. ￼￼""Goodness. Now she was hotter than a barrel of fire but I could use her for the job so I told her to ride. Come on. May I ask you what you headed to the west for? I got a partner got a plan for some dough and if youre down you can pick up yourself a pretty penny. Be in town in a minute now be sure if youre with it. We be up before the sun rise got a stall(ion) here for your partner to ride hit the saloon before the moon shine down for whatever lets ride lets ride. These directions say we go to Tucson, Arizona. When we arrive well cop a place we can bunk, And meet my boy in the morning for details n hookup. You better count your money (Ghetto Cowboy) You better count your money (Ghetto Cowboy) Rise n shine, good morning, howdy. Nine o clock we meet my boy in the saloon in the valley. Now I dun came a long way and I dont wanna be late. Tell him Ill make it to him, you know we aint. Move out! Giddy up giddy up giddy up You better count your money Im peepin Krayzies Wanted poster in the saloon, So I assume itll be trouble round here pretty soon. Glanced across the room I seen this youngster gettin ready to fight But if he mess up tonight I think that Krayzie just might take his life. So I approached him and I paused. Look man, I really dont wanna brawl, but wont you chill before them laws, Come messin up this master plan, Since he already rowdy Im just asked the man (dang). You want some work well partner put in your bid And by the way now whats your name, they call me Layzie the Kid. The names Powder Pete, can I get a 12 gauge! Outlaw every day, on the front page. Mister Kid, if you give me the lowdown me and Blackjack, Be ready for the showdown, with 2 doublebarrels pointed at whatever, Well stick together, Im pretty clever. So saddle up, jump on the bandwagon because its all goin down. I heard the guy runnin the bar screamin Krayzies in town. Now when we get to this saloon, you dont worry, wait outside. Dont be stealin nobodys damn horses. Stepped inside the bar. Layzie Kid you son of a gun! Hey man Im glad you made it safely, now lets go have some fun. And this my partner Powder, hes a young gun. Howdy. Mighty glad to meet ya son. Oh yeah, you know I also brought a friend along, meet Thug Queen, The horse peddler, straggler, just met her. Howdy partner, already got the horses saddled up. I hope youre good at robbin banks like you rustle that cattle up. Now yall, its gonna be gettin dark real soon. I think youre right I say we move, come on lets. Move out, giddy up giddy up giddy up You better count your money Ghetto Cowboy",1999
CATHY DENNIS - TOO MANY WALLS LYRICS,"Wish on a rainbow, is all I can do Dream of the good times that we never knew No late nights, alone in your arms Ill dream on  Living in wonder, thinking of you Still looking for ways to uncover the truth Youre so young, is all they can say They dont know  If I could change the way of the world Id be your girl  Too many walls have been built in between us Too many dreams have been shattered around us If I seem to give up theyll still never win Deep in my heart I know the strength is within  Watching the others, chances drift by Theyll never discover these feelings I hide Deep inside Im falling apart All alone with a broken heart  Thinking in silence is all they allow These words still unspoken may never be found All these dreams one day will be mine They cross my mind  My time has yet to come Until then  Too many walls have been built in between us Too many dreams have been shattered around us If I seem to give up theyll still never win Deep in my heart I know the strength is within  Too many walls have been built in between us Too many dreams have been shattered around us If I seem to give up theyll still never win Deep in my heart I know the strength is within, yeah  Too many walls have been built in between us Too many dreams have been shattered around us If I seem to give up theyll still never win Deep in my heart I know the strength is within  Too many walls have been built in between us Too many dreams have been shattered around us If I seem to give up theyll still never win Deep in my heart I know the strength is within",1991
MARIAH CAREY - CAN'T LET GO LYRICS,"Something in your eyes captures my soul And every night I see you in my dreams Youre all I know, I cant let go  There you are holding her hand I am lost, dyin to understand Didnt I cherish you right? Dont you know you were my life?  Even though I try, I cant let go Somethin in your eyes captures my soul And every night I see you in my dreams Youre all I know, I cant let go  Just cast aside, you dont even know Im alive You just walk on by, dont care to see me cry And here I am still holding on I cant accept my world is gone, no, no  Even though I try, I cant let go Somethin in your eyes captures my soul And every night I see you in my dreams Youre all I know, I cant let go  Do you even realize the sorrow I have inside, everyday of my life? Do you know the way it feels when all you have just dies I try and try to deny that I need you But still you remain on my mind  Even though I try, I cant let go   (Oh, no I just cant get you out of my mind) Somethin in your eyes captures my soul   (I never can say goodbye) Cause every night I see you in my dreams Youre all I know, I cant let you go, no  Even though I try, I cant let go Baby theres just something for sure That I need so badly I see you in my dreams Youre all I know and I cant let you go",1992
ICE CUBE - IT WAS A GOOD DAY LYRICS,"Break em off  Shit  Yo, yo, uhh   Just wakin up in the mornin gotta thank God  I dont know but today seems kinda odd  No barkin from the dog, no smog  And momma cooked a breakfast with no hog  (Damn)  I got my grub on, but didnt pig out  Finally got a call from a girl I wanna dig out  (Whassup?)  Hooked it up for later as I hit the do  Thinkin will I live another twenty-fo  I gotta go cause I got me a drop top   And if I hit the switch, I can make the ass drop  Had to stop, at a red light  Lookin in my mirror, not a jacker in sight  And everything is alright  I got a beep from Kim and she can fuck all night  Called up the homies and Im askin yall  Which park, are yall playin basketball?  Get me on the court and Im trouble  Last week fucked around and got a triple double  Freakin niggaz everyway like M.J  I cant believe, today was a good day  (Shit!)   Drove to the pad and hit the showers  Didnt even get no static from the cowards  Cause just yesterday them fools tried to blast me  Saw the police and they rolled right past me  No flexin, didnt even look in a niggas direction  As I ran the intersection  Went to Short Dogs house, they was watchin yo! MTV Raps  Whats the haps on the craps?   Shake em up, shake em up, shake em up, shake em  Roll em in a circle of niggaz and watch me break em  With the seven, seven-eleven, seven-eleven  Seven even back do Lil Joe  I picked up the cash flow  Then we played bones, and Im yellin domino  Plus nobody I know got killed in South Central L.A  Today was a good day  (Shit!)   Left my niggas house paid  (What)  Picked up a girl been tryin to fuck since the 12th grade  Its ironic, I had the brew, she had the chronic  The lakers beat the Supersonics  I felt on the big fat fanny  Pulled out the jammy and killed the punanny  And my dick runs deep, so deep  So deep put her ass to sleep  Woke her up around one  She didnt hesitate to call Ice Cube the top gun  Drove her to the pad and Im coastin  Took another sip of the potion hit the three-wheel motion   I was glad everything had worked out  Dropped her ass off and then chirped out  Today was like one of those fly dreams  Didnt even see a berry flashin those high beams  No helicopter looking for a murder  Two in the mornin got the Fatburger  Even saw the lights of the Goodyear Blimp  And it read, Ice Cubes a pimp  (Yeah)  Drunk as hell but no throwin up  Half way home and my pager still blowin up  Today I didnt even have to use my A.K  I got to say it was a good day  (Shit!)   Hey wait, wait a minute Pooh, stop this shit  What the fuck Im thinkin about?",1993
BRANDY - BROKENHEARTED LYRICS,"Brokenhearted  Im young but Im wise enough to know That you dont fall in love overnight, oh yeah Thats why I thought if I took my time That everything in love would be right  But as soon as I closed my eyes I was saying to love, Goodbye  But I guess Im only brokenhearted Lifes not over I can start again While Im lonely brokenhearted Its a hurting thing to get over  No more empty conversations Next time I will be totally sure, oh yeah Dont want the pain of falling in and out of love Its more than my poor heart should endure  So Ill listen to all advice And remember each time I cry  That I guess Im only brokenhearted Lifes not over I can start again While Im lonely, brokenhearted Its a hurting thing to get over  Only brokenhearted Lifes not over I can start again While Im lonely, brokenhearted Its a hurting thing to get over   (Starting all over again)  Only brokenhearted So Ill listen to all advice And remember each time I cry  Oh, only brokenhearted Lifes not over I can start again While Im lonely, brokenhearted Its a hurting thing to get over  Only brokenhearted Lifes not over I can start again   (Starting all over again) While Im lonely, brokenhearted Its a hurting thing to get over   (Starting all over again)  Only brokenhearted Lifes not over I can start again While Im lonely, brokenhearted Its a hurting thing to get over, get over Only",1995
MELISSA ETHERIDGE - I WANT TO COME OVER LYRICS,"I know youre home You left your light on You know Im here The night is thin  I know youre alone I watched the car leave Your lover is gone Let me in  Open your back door I just need to touch you once more  I want to come over To hell with the consequence You told me you loved me Thats all I believe  I want to come over Its a need I cant explain To see you again I want to come over  I know your friend You told her about me She filled you with fear Some kind of sin  How can you turn Denying the fire Lover, I burn Let me in  Open your back door I just need to touch you once more  I want to come over To hell with the consequence You told me you loved me Thats all I believe  I want to come over Its a need I cant explain To see you again I want to come over  I know youre confused I know that youre shaken You think well be lost Once we begin  I know youre weak I know that you want me Lover dont speak Let me in  I want to come over To hell with the consequence You told me you loved me Thats all I believe  I want to come over Its a need I cant explain I want to come over To see you, to see you again",1996
LUKE - RAISE THE ROOF LYRICS,"What time is it? Booty time  Lets go Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there  Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof, lets go  Come on, yall its a big booty party, get all yall, day in day Chillin in the M to the I to the A, makin hits with Luke this way Burn the roof downtown[Incomprehensible]up If ya feel me just pump your fists up Left side, right side, whats up, put them legs up, wanna be change up  Biggest stars show up out to the beat Federal track got more game than the Heat Get with that and Ima get with this If you need to bite something playa bite this  Dont say [Incomprehensible]how ya feel Now like a pimp talkin out, comin here South side ready to get loose [Incomprehensible]pump ya fists and just raise the roof  Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there  Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there  Throw your hands in the air, big booty girls, shake your darria And the place gonna see one, I see yall playas representing over there And what about New York, Foxy Brown, you know that we get down T nasty in the house and we dont quit This and that girls move your ass pump ya fists  Little Kim and NGBG, pump ya fists in the air if youre with me One time for Salt N Pepa, Luke breaks express, gets so better Cant leave out the dirty south, Phatlanta and the Brat Thats what Im tallin about, so if you can hear me All across the world let me see you pump your fists  Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there  Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof  [Incomprehensible]  What time is it? Booty time What time is it? Booty time What time is it? Booty, booty, booty time  What time is it? Booty time What time is it? Booty time What time is it? Booty, booty, booty time  [Incomprehensible]  Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there  Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there  Time to get high, ride down I95, might see me at Iny Wednesday night 4 5 6, head track, Monday night fat break fsss [Incomprehensible]take a trip where they go, Cay club Chicago Aint no tellin where I might be, Huston, Texas or D.C.  Red Roper Fayetteville, Cap D get ill East side New York, Funk Master Flex, get back South side bama 9, West coast, show me love For bound west in the G-club, uncle Luke get loose Im platinum bound, now raise the roof  Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there  Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Raise the roof, put em up there Put em up there  Put yo hands up high Let me see you raise the roof Put yo hands up high Let me see you raise the roof  Roof Roof Roof I love you, man",1998
98 DEGREES - THE HARDEST THING LYRICS,"We both know that I shouldnt be here This is wrong And baby its killing me Its killing you But both of us trying to be strong Ive got somewhere else to be Promises to keep Someone else who loves me And trusted me fast asleep Ive made up my mind There is no turning back Shes been good to me And she deserves better than that  Its the hardest thing Ill ever have to do To look you in the eye And tell you i dont love you Its the hardest thing Ill ever have to lie To show no emotion When you start to cry I cant let you see What you mean to me When my hands are tied And my hearts not free Were not meant to be Its the hardest thing Ill ever have to do To turn around and walk away Pretending i dont love you  I know well meet again Fate has a place and time So you can get on with your life Ive got to be cruel to be kind Like Doctor Zhivago All my love ill be sending And youll never know Cause there can be no happy ending  Its the hardest thing Ill ever have to do To look you in the eye And tell you i dont love you Its the hardest thing Ill ever have to lie To show no emotion When you start to cry I cant let you see What you mean to me When my hands are tied And my hearts not free Were not meant to be Its the hardest thing Ill ever have to do To turn around and walk away Pretending i dont love you  Maybe another time, another day As much as I want to I cant stay Ive made up my mind Theres no turning back Shes been good to be And she deserves better than that  Its the hardest thing Ill ever have to do To look you in the eye And tell you i dont love you Its the hardest thing Ill ever have to lie To show no emotion When you start to cry I cant let you see What you mean to me When my hands are tied And my hearts not free Were not meant to be Its the hardest thing Ill ever have to do To turn around and walk away Pretending i dont love you",1999
PAULA COLE - I DON'T WANT TO WAIT LYRICS,"So open up your morning light And say a little prayer for I You know that if we are to stay alive Then see the peace in every eye  She had two babies, one was six months, one was three In the war of 44 Every telephone ring, every heartbeat stinging When she thought it was God calling her Oh, would her son grow to know his father?  I dont want to to wait for our lives to be over I want to know right now what will it be I dont want to wait for our lives to be over Will it be yes or will it be sorry?  He showed up all wet on the rainy front step Wearing shrapnel in his skin And the war he saw lives inside him still Its so hard to be gentle and warm The years pass by and now he has granddaughters  I dont want to to wait for our lives to be over I want to know right now what will it be I dont want to wait for our lives to be over Will it be yes or will it be sorry?  You look at me from across the room Youre wearing your anguish again Believe me I know the feeling It sucks you into the jaws of anger So breathe a little more deeply my love All we have is this very moment And I dont want to do what his father And his father, and his father did I want to be here now So open up your morning light And say a little prayer for I You know that if we are to stay alive Then see the love in every eye I dont want to to wait for our lives to be over I want to know right now what will it be I dont want to wait for our lives to be over Will it be yes or will it be sorry?",1998
CELINE DION - IT'S ALL COMING BACK TO ME NOW LYRICS,"There were nights when the wind was so cold  That my body froze in bed  If i just listened to it  Right outside the window   There were days when the sun was so cruel  That all the tears turned to dust  And i just knew my eyes were  Drying up forever   I finished crying in the instant that you left  And i cant remember where or when or how  And i banished every memory you and i had ever made   But when you touch me like this  And you hold me like that  I just have to admit  That its all coming back to me  When i touch you like this  And i hold you like that  Its so hard to believe but  Its all coming back to me  (its all coming back, its all coming back to me now)   There were moments of gold  And there were flashes of light  There were things id never do again  But then theyd always seemed right  There were nights of endless pleasure  It was more than any laws allow  Baby baby   If i kiss you like this  And if you whisper like that  It was lost long ago  But its all coming back to me  If you want me like this  And if you need me like that  It was dead long ago  But its all coming back to me  Its so hard to resist  And its all coming back to me  I can barely recall  But its all coming back to me now  But its all coming back   There were those empty threats and hollow lies  And whenever you tried to hurt me  I just hurt you even worse  And so much deeper   There were hours that just went on for days  When alone at last wed count up all the chances  That were lost to us forever   But you were history with the slamming of the door  And i made myself so strong again somehow  And i never wasted any of my time on you since then   But if i touch you like this  And if you kiss me like that  It was so long ago  But its all coming back to me  If you touch me like this  And if i kiss you like that  It was gone with the wind  But its all coming back to me  (its all coming back, its all coming back to me now)   There were moments of gold  And there were flashes of light  There were things wed never do again  But then theyd always seemed right  There were nights of endless pleasure  It was more than all your laws allow  Baby, baby, baby   When you touch me like this  And when you hold me like that  It was gone with the wind  But its all coming back to me  When you see me like this  And when i see you like that  Then we see what we want to see  All coming back to me  The flesh and the fantasies  All coming back to me  I can barely recall  But its all coming back to me now   If you forgive me all this  If i forgive you all that  We forgive and forget  And its all coming back to me  When you see me like this  And when i see you like that  We see just what we want to see  Al coming back to me  The flesh and the fantasies  All coming back to me  I can barely recall but its all coming back to me now   (its all coming back to me now)  And when you kiss me like this  (its all coming back to me now)  And when i touch you like that  (its all coming back to me now)  If you do it like this  (its all coming back to me now)  And if we...",1997
