songinfo,lyrics,year
THE POINTER SISTERS - SLOW HAND LYRICS,"As the midnight moon, was drifting through  The lazy sway of the trees  I saw the look in your eyes, lookin into mine  Seeing what you wanted to see   Darlin dont say a word, cause I already heard  What your bodys sayin to mine  Im tired of fast moves Ive got a slow groove  On my mind   I want a man with a slow hand  I want a lover with an easy touch  I want somebody who will spend some time  Not come and go in a heated rush  I want somebody who will understand  When it comes to love, I want a slow hand   On shadowed ground, with no one around  And a blanket of stars in our eyes  We are drifting free, like two lost leaves  On the crazy wind of the night   Darlin, dont say a word, cause I already heard  What your bodys sayin to mine  If I want it all night you say its alright  We got the time   Cause I got a man with a slow hand  I got a lover with an easy touch  I got somebody who will spend some time  Not come and go in a heated rush  I found somebody who will understand  When it comes to love, I want a slow hand   I want it all night please say its alright  Its not a fast move but a slow groove  On my mind   Cause I got a man with a slow hand  I got a lover with an easy touch  I found somebody who will spend some time  Not come and go in a heated rush  I found somebody who will understand   I found a lover with a slow hand  A lover with a slow hand  And I get all excited with his easy touch  I found somebody who will spend the night  Not come and go in a heated rush",1981
MICHAEL MARTIN MURPHEY - WHAT'S FOREVER FOR LYRICS,"Ive been looking at people And how they change with the times And lately all Ive been seeing are people Throwing love away and losing their minds  Maybe its me whos gone crazy But I cant understand why All these lovers keep hurting each other When good love is so hard to come by  So whats the glory in living Doesnt anybody ever stay together anymore And if love never lasts forever Tell me whats forever for  And I see love hungry people Tryin their best to survive When right there in their hands Is a dying romance And theyre not even trying to keep it alive  So, whats the glory in living Doesnt anybody ever stay together anymore And if love never lasts forever Tell me whats forever for  So whats the glory in living Doesnt anybody ever stay together anymore And if love never lasts forever Tell me whats forever for",1982
BON JOVI - BORN TO BE MY BABY LYRICS,"Rainy night and we worked all day We both got jobs cause theres bills to pay We got something they cant take away Our love, our lives  Close the door, leave the cold outside I dont need nothing when Im by your side Cause we got something thatll never die Our dreams, our pride  My heart beats like a drum Flesh to flesh, one to one And Ill never let go Something I know deep inside  You were born to be my baby I was made to be your man We got something to believe in Even if we dont know where we stand  Only God knows the reason He must have had a plan Cause you were born to be my baby And I was made to be your man  Light a candle, blow the world away Table for two on a TV tray Nothin aint fancy, but thats okay Our time, our way  Hold me close baby, hang on tight Buckle your seats for a bumpy ride Were two kids hitching this road of life Our world, our fights  Stand by my side Theres a chance well get by And Ill know that youll be live In my heart till the day that I die  You were born to be my baby And I was made to be your man We got something to believe in Even if we dont know where we stand  Only God knows the reason Oh, He must have had a plan Cause you were born to be my baby I was made to be your man  My heart beats like a drum Flesh to flesh, one on one And Ill never let go Something I know deep inside  You were born to be my baby I was made to be your man Weve got something to believe in Even if we dont know where we stand  Only God knows the reason Oh, He must have had a plan Cause you were born to be my baby And I was made to be your man",1989
MILLI VANILLI - BABY DON'T FORGET MY NUMBER LYRICS,"Babe, dont be shy When youre holding my hand Cause this time goes back You got to understand its you  Ba, ba, ba, baby in your eyes I see it so clearly that our love, its so strong And you never go wrong I got the best for you so Im waiting down  If you need someone Baby, call my line Call me anytime Ill be there for you, you, you  Ive been searching high, high, high Ive been searching low  Ba, ba, ba, ba, baby Dont forget my number Baby, dont be stronger than a thunder Ba, ba, ba, ba, baby Dont forget my number Love will see you through  Ive been searching high Ive been searching low  I want to spend spend my life with you Ba, ba, ba, ba, ba, ba, ba, ba My desper youth Ba, ba, ba, ba, ba, ba, ba, ba Love will see you through  Ba, ba, baby in your eyes I see it so clearly ...",1989
LEVERT - CASANOVA LYRICS,"I aint much on Casanova Me and Romeo aint never been friends Cant you see how much I really love you? Gonna sing it to you time and time again  Oh, Casanova, Casanova Oh, Casanova, Casanova  Every man deserves a good woman And I want you to be my wife Time is so much better spent with you, baby With a woman just like you in my life  So let me love you Fill you up inside, I want to hold you, baby So let me squeeze you Dont you know that Ill get down on my knees for you, baby?  You see, I aint much on Casanova Me and Romeo aint never been friends Cant you see how much I really love you? Gonna sing it to you time and time again  Oh, Casanova, Casanova Oh, Casanova, Casanova  Every time I want to see you I cant find the words to tell you so But I love, I love, I love, I love, I love you, baby And I just got to let you know  How much I need you Show you what you mean to me each day, baby So let me hold you Keep you safe and warm, Ill be your sweetheart, baby  Baby, baby, baby And when I told you, girl, Im an average guy You seem to know just how I really feel cause I cannot let go I need and want you to stay right here with me But baby, I never knew love until you came along  Oh, Casanova, tell me what to say Casanova, I cant let you get away Oh, Casanova, tell me what to do I aint no Casanova, I just wanna be with you  Listen, baby I wanna hold, I wanna squeeze you too I wanna make sweet love to you I wanna be there when you feeling low Never let you go, no, Casanova  Just a man thing And I want to love you, love you, love you, love you, baby Oh, Casanova  I aint much on Casanova Me and Romeo aint never been friends Cant you see how much I really love you? Im gonna sing it to you time and time again  I love you Ill get down on my knees for you, baby No, I aint no, I aint no Casanova No, Casanova Im just a man, baby, Casanova Cant you understand? Casanova Ill get down on my knees for you, baby  I wanna hold, I wanna squeeze you too I wanna make sweet love to you I wanna be there when youre feeling low Got to let you know, no, Casanova  I aint no Romeo, Casanova Im just a man, baby  I wanna be a part of your life I want you to be my wife I want you there in the day and night Make it right  I aint no Casanova I just wanna be your lover, baby Casanova, Casanova, Casanova",1987
KENNY ROGERS - COWARD OF THE COUNTY LYRICS,"Everyone considered him the coward of the county Hed never stood one single time to prove the county wrong His mama called him Tommy, the folks just called him yellow Something always told me they were reading Tommy wrong  And he was only ten years old when his daddy died in prison And I took care of Tommy cause he was my brothers son I still recall the final words my brother said to Tommy Son, my life is over, but yours is just begun  Promise me, son, not to do the things Ive done Walk away from trouble if you can Now it dont mean youre weak if you turn the other cheek And I hope youre old enough to understand Son, you dont have to fight to be a man  Theres someone for everyone and Tommys love was Becky In her arms he didnt have to prove he was a man One day while he was workin the gatlin boys came callin They took turns at Becky, there were three of them  Tommy opened up the door and saw his Becky cryin The torn dress, the shattered look was more than he could stand He reached above the fireplace and took down his daddys picture As the tears fell on his daddys face, I heard these words again  Promise me, son, not to do the things Ive done Walk away from trouble if you can Now it wont mean youre weak if you turn the other cheek And I hope youre old enough to understand Son, you dont have to fight to be a man  The gatlin boys just laughed at him when he walked into the barroom One of them got up and met him halfway cross the floor When Tommy turned around they said, Hey look, ol yellows leavin You coulda heard a pin drop when Tommy stopped and locked the door  Twenty years of crawlin was bottled up inside him He wasnt holdin nothin back, he let em have it all When Tommy left the barroom not a gatlin boy was standin He said, This ones for Becky, as he watched the last one fall And I heard him say  I promised you dad, not to do the things youve done I walked away from trouble when I can Now please dont think Im weak, I couldnt turn the other cheek And papa, I sure hope you understand Sometimes you gotta fight when youre a man  Everyone considered him the coward of the county",1980
CUTTING CREW - I'VE BEEN IN LOVE BEFORE LYRICS,"One, two, three, four  Oooh, oo oooh, cha  Catch my breath, close my eyes Dont believe a word Things she said, overheard Something wrong inside Hits you in a minute, oooh Then you know youre in it, aah  Ive been in love before Ive been in love before The hardest part is when youre in it Ive been in love before Ive been in love before  Just one touch, just one look A dangerous dance One small word can make me feel Like running away You cant say youre in it, no, until you reach the limit  Ive been in love before Ive been in love before The hardest part is when youre in it Ive been in love before Ive been in love before  Ive been in love before Ive been in love before The hardest part is when youre in it Ive been in love before Ive been in love before  Ive been in love The hardest part is when youre in it Ive been in love Ive been in love before",1987
CHRIS DE BURGH - LADY IN RED LYRICS,"Chris De Burgh Beautiful Dreams Lady In Red Ive never seen you looking so lovely as you did tonight  Ive never seen you shine so bright  Ive never seen so many men ask you if you wanted to dance  Theyre looking for a little romance  Given half a chance  And ive never seen that dress youre wearing  Or that highlights in your hair  That catch your eyes  I have been blind   The lady in red is dancing with me  Cheek to cheek  Theres nobody here  Its just you and me  Its where i wanna be  But i hardly know this beauty by my side  Ill never forget the way you look tonight   Ive never seen you looking so gorgeous as you did tonight  Ive never seen you shine so bright you were amazing  Ive never seen so many people want to be there by your side  And when you turned to me and smiled it took my breath away  And i have never had such a feeling such a feeling  Of complete and utter love, as i do tonight   The lady in red is dancing with me  Cheek to cheek  Theres nobody here  Its just you and me  Its where i wanna be  But i hardly know this beauty by my side  Ill never forget the way you look tonight   I never will forget the way you look tonight  The lady in red  My lady in red  I love you",1987
ERIC CLAPTON - I'VE GOT A ROCK 'N' ROLL HEART LYRICS,"Ive got a feeling we could be serious, girl Right at this moment, I could promise you the world Before we go crazy, before we explode Theres something bout me, baby, you got to know, you got to know  I get off on 57 Chevys I get off on screaming guitar Like the way it hits me every time it hits me Ive got a rock n roll, Ive got a rock n roll heart  Feels like were falling into the arms of the night So if youre not ready, dont be holdin me so tight I guess theres nothing left for me to explain Heres what youre gettin and I dont want to change, I dont want to change  I get off on 57 Chevys I get off on screaming guitar Like the way it hits me every time it hits me Ive got a rock n roll, Ive got a rock n roll heart  I dont need to glitter, no Hollywood All you got to do is lay it down and you lay it down good  Well I get off on 57 Chevys Well I get off on screaming guitar Like the way it hits me every time it hits me Ive got a rock n roll, Ive got a rock n roll heart  Ive got a, youve got a rock n roll heart Ive got a, youve got a rock n roll heart Ive got a, youve got a rock n roll heart Ive got a, youve got a rock n roll heart",1983
WHITESNAKE - HERE I GO AGAIN LYRICS,"No, I dont know where Im going But, I sure know where Ive been Hanging on the promises In the songs of yesterday An Ive made up my mind I aint wasting no more time  Though I keep searching for an answer I never seem to find what Im looking for Oh Lord, I pray You give me strength to carry on Cos I know what it means To walk along the lonely street of dreams  An here I go again on my own Goin down the only road Ive ever known Like a drifter I was born to walk alone An Ive made up my mind I aint wasting no more time  Im just another heart in need of rescue Waiting on loves sweet charity An Im gonna hold on For the rest of my days Cos I know what it means To walk along the lonely street of dreams  An here I go again on my own Goin down the only road Ive ever known Like a drifter I was born to walk alone An Ive made up my mind I aint wasting no more time  But, here I go again Here I go again Here I go again Ooh baby, ooh yeah An Ive made up my mind, baby I aint wasting no more time  An here I go again on my own Goin down the only road Ive ever known Like a drifter I was born to walk alone Cos I know what it means To walk along the lonely street of dreams  An here I go again on my own Goin down the only road Ive ever known Like a drifter I was born to walk alone",1987
MICHAEL JACKSON - THE WAY YOU MAKE ME FEEL LYRICS,"Michael Jackson Miscellaneous The Way You Make Me Feel Hee-Hee!  Ooh!  Go On Girl!  Aaow!   Hey Pretty Baby With The  High Heels On  You Give Me Fever  Like I’ve Never, Ever Known  You’re Just A Product Of  Loveliness  I Like The Groove Of  Your Walk,  Your Talk, Your Dress  I Feel Your Fever  From Miles Around  I’ll Pick You Up In My Car  And We’ll Paint The Town  Just Kiss Me Baby  And Tell Me Twice  That You’re The One For Me   The Way You Make Me Feel  (The Way You Make Me Feel)  You Really Turn Me On  (You Really Turn Me On)  You Knock Me Off Of My Feet  (You Knock Me Off Of My Feet)  My Lonely Days Are Gone  (My Lonely Days Are Gone)   I Like The Feelin’ You’re Givin’ Me  Just Hold Me Baby And I’m In Ecstasy  Oh I’ll Be Workin’ From Nine To Five  To Buy You Things To Keep  You By My Side  I Never Felt So In Love Before  Just Promise Baby, You’ll Love Me Forevermore  I Swear I’m Keepin’ You Satisfied  ‘Cause You’re The One For Me  The Way You Make Me Feel  (The Way You Make Me Feel)  You Really Turn Me On  (You Really Turn Me On)  You Knock Me Off Of My Feet  Now Baby-Hee!  (You Knock Me Off Of My Feet)  My Lonely Days Are Gone-  A-Acha-Acha  (My Lonely Days Are Gone)  Acha-Ooh!   Go On Girl!  Go On! Hee! Hee! Aaow!  Go On Girl!   I Never Felt So In Love Before  Promise Baby, You’ll Love Me Forevermore  I Swear I’m Keepin’ You Satisfied  ‘Cause You’re The One For Me . . .   The Way You Make Me Feel  (The Way You Make Me Feel)  You Really Turn Me On  (You Really Turn Me On)  You Knock Me Off Of My Feet  Now Baby-Hee!  (You Knock Me Off Of My Feet)  My Lonely Days Are Gone  (My Lonely Days Are Gone)   The Way You Make Me Feel  (The Way You Make Me Feel)  You Really Turn Me On  (You Really Turn Me On)  You Knock Me Off Of My Feet  Now Baby-Hee!  (You Knock Me Off Of My Feet)  My Lonely Days Are Gone  (My Lonely Days Are Gone)   Ain’t Nobody’s Business,  Ain’t Nobody’s Business  (The Way You Make Me Feel)  Ain’t Nobody’s Business,  Ain’t Nobody’s Business But  Mine And My Baby  (You Really Turn Me On)  Hee Hee!  (You Knock Me Off Of My Feet)  Hee Hee! Ooh!  (My Lonely Days Are Gone)   Give It To Me-Give Me Some Time  (The Way You Make Me Feel)  Come On Be My Girl-I Wanna  Be With Mine  (You Really Turn Me On)  Ain’t Nobody’s Business-  (You Knock Me Off Of My Feet)  Ain’t Nobody’s Business But  Mine And My Baby’s  Go On Girl! Aaow!  (My Lonely Days Are Gone)   Hee Hee! Aaow!  Chika-Chika  Chika-Chika-Chika  Go On Girl!-Hee Hee!  (The Way You Make Me Feel)  Hee Hee Hee!  (You Really Turn Me On)  (You Knock Me Off My Feet)  (My Lonely Days Are Gone)   (The Way You Make Me Feel)  (You Really Turn Me On)  (You Knock Me Off My Feet)  (My Lonely Days Are Gone)",1988
ADAM ANT - GOODY TWO SHOES LYRICS,"With the heartbreak open So much you cant hide Put on a little makeup, makeup Make sure they get your good side, good side If the words unspoken get stuck in your throat Send a treasure token, token Write it on a pound note, pound note  Goody two, goody two Goody, goody two shoes Goody two, goody two Goody, goody two shoes You dont drink, dont smoke What do you do You dont drink, dont smoke What do you do The subtle innuendos follow There must be something inside  We dont follow fashion That would be a joke You know were gonna set them, set them So evryone can take note, take note When I saw you kneeling Crying words that you mean Opening the eyeballs, eyeballs Pretending that youre Al Green, Al Green  Goody two, goody two Goody, goody two shoes Goody two, goody two Goody, goody two shoes You dont drink, dont smoke What do you do You dont drink, dont smoke What do you do The subtle innuendos follow There must be something inside  No ones gonna tell me Whats wrong and whats right Or tell me who to eat with, sleep with Or foul up on the big fight, big fight Look out or they will tell you youre a superstar Two weeks and youre an all time legend I think the games have gone much too far If the words unspoken get stuck in your throat Send a treasure token, token Write it on a pound note, pound note  Dont drink, dont smoke What do you do You dont drink, dont smoke What do you do The subtle innuendos follow There must be something inside, inside",1983
SIMPLY RED - HOLDING BACK THE YEARS LYRICS,"Holding back the years Thinking of the fear Ive had for so long When somebody hears Listen to the fear thats gone  Strangled by the wishes of pater Hoping for the arms of mater Get to me the sooner or later  Holding back the years Chance for me to escape from all Ive know Holding back the tears Theres nothing here has grown  Ive wasted all my tears Wasted all those years Nothing had the chance to be good Nothing ever could, yeah  Ill keep holding on Ill keep holding on Ill keep holding on Ill keep holding on So tight  Well, Ive wasted all my tears Wasted all of those years And nothing had the chance to be good Cause nothing ever could  Ill keep holding on Ill keep holding on Ill keep holding on Ill keep holding on  Holding Holding Holding  I said, well, thats all I have today Its all I have to say",1986
BON JOVI - YOU GIVE LOVE A BAD NAME LYRICS,"Shot through the heart, And youre to blame!  Darlin, you give love a bad name An angels smile is what you sell You promise me heaven then put me through hell Chains of love got a hold on me  When passions a prison you cant break free Oh! Youre a loaded gun, yeah Oh! Theres nowhere to run No one can save me,  The damage is done Shot through the heart, And youre to blame! You give love a bad name (Bad name) I play my part and you play your game You give love a bad name!  (Bad name) Hey, you give love a bad name Paint your smile on your lips Blood red nails on your fingertips  A school boys dream, you act so shy Your very first kiss was your first kiss goodbye Whoa! Youre a loaded gun Whoa! Theres nowhere to run  No one can save me, The damage is done Shot through the heart And youre to blame! You give love a bad name (Bad name) I play my part and you play your game  You give love a bad name! (Bad name) You give love, oh! OH! Shot through the heart,  And youre to blame! You give love a bad name I play my part and you play your game You give love a bad name! (Bad name) Shot through the heart and youre to blame  You give love a bad name! (Bad name) I play my part and you play your game You give love a bad name! (Bad name) You give love You give love (Bad name) You give love You give love (Bad name) You give love You give love (Bad name) You give love You give love",1986
NEW KIDS ON THE BLOCK - I'LL BE LOVING YOU (FOREVER) LYRICS,"Yeah Im not that kind of guy who can take a broken heart So dont ever leave I dont want to see us part The very thought of losing you means That everything  Would go down under Ill be loving you forever Just as long as you want me to be Ill be loving you forever All this loves for you and me, yeah (Ill be loving you) Ill be (Ill be loving you)  Loving you (the things you do) Yeah, its forever (Ill be loving you)  Ill be (Ill be loving you) Loving you, yeah I count the blessings that keep our love new Theres one for me And a million for you  Theres just so much that I want to say But when I look at you All my thoughts get in the way Ill be loving you forever Just as long as you want me to be Ill be loving you forever All this loves for you and me, yeah  (Ill be loving you) Ill be (Ill be loving you) Loving you  (the things you do) Yeah, its forever (Ill be loving you) Ill be (Ill be loving you) Loving you, yeah  Weve learned to fall to every turn by now  This love will last forever I can see it all now (Ill be loving you) Ill be (Ill be loving you) Loving you (the things you do) Yeah, its forever (Ill be loving you) Ill be (Ill be loving you) Loving only you, girl Oh girl Ill be loving only you (Ill be loving you) (Ill be loving you) Be loving you girl",1989
NEW EDITION - COOL IT NOW LYRICS,"Everybodys saying silly things Without knowing that life brings a change And Ive been checking all the signs My friends say Im love sick cause I  All I keep thinking about is her in my arms Got to see what love is all about And I wont be the same until she is mine And my friends keep telling me to  Cool it now You got to cool it now Ooh, watch out Youre gonna loose control Cool it now You got to slow it down Slow it down Youre gonna fall in love  Everyday I walk her home from school And she tells me how she really feels And theres no doubt in my mind That this girl is one of a kind  Cause all I keep thinking about is her in my arms Got to see what love is about And I wont feel the same until she is mine But my friends keep telling me to  Cool it now You got to cool it now Ooh, watch out Youre gonna lose control Cool it now You better slow it down Slow it down Youre gonna fall in love  Cool it now You got to cool it now Ooh, watch out Youre gonna lose control Cool it now You got to slow it down Slow it down Youre gonna fall in love  All I keep thinking about is her in my arms Got to see what love is all about And Ill never be the same until you are mine And my friends keep telling me  When ya got a girl who takes her time You must slow the pace you cant mess with her mind If she feels the same shell letcha know Just prepare yourself or be ready to go  And I hope this message stays in your mind Cause you almost lost a girl who is right on time Theres one more thing that ya got to know Just cool it down and stay in control  Cool it now You got to cool it now Ooh, watch out Youre gonna lose control Cool it now You got to slow it down Slow it down Youre gonna fall in love baby  All I keep thinking about is her in my arms Got to see what love is all about And Ill never be the same until you are mine, oh Listen to me let me tell you  Why you all coming down on me Tryin to tell me how my life is supposed to be I know youre only trying to help me out Tryin to show me what life is really about  But this time Im gonna make it on my own So why dontcha fellaz just leave me alone Ronnie, Bobby, Ricky and Mike If I like the girl who cares who you like  Cool it now Ooh, watch out, out, out, out, out, out Cool it now Slow it down, down, down, down, down, down Cool it now Ooh, watch out, out, out, out, out, out Cool it now Slow it down, down, down, down, down, down  Cool it now Ooh, watch out Cause youre gonna lose control Cool it now You got to slow it down Slow it down Youre gonna fall in love  Cool it now Slow it down Youre gonna lose control Cool it now You got to slow it down Slow it down Cause youre gonna fall in love  Cool it now Slow it down Cause youre gonna lose control Cool it now You got to slow it down Slow it down  Cool it now Ooh, watch out Cool it now Slow it down",1985
ELTON JOHN - BLUE EYES LYRICS,"Blue eyes Babys got blue eyes Like a deep blue sea On a blue blue day  Blue eyes Babys got blue eyes When the morning comes Ill be far away and I say  Blue eyes holding back the tears Holding back the pain Babys got blue eyes And shes alone again  Blue eyes Babys got blue eyes Like a clear blue sky Watching over me  Blue eyes I love blue eyes When Im by her side Where I long to be, I will see  Blue eyes laughing in the sun Laughing in the rain Babys got blue eyes And I am home and I am home again  Blue eyes laughing in the sun Laughing in the rain Babys got blue eyes And I am home again",1982
OLIVIA NEWTON-JOHN - MAKE A MOVE ON ME LYRICS,"I can tell you got plans for me And your eyes are saying you made them carefully But tonight I have to say there just might be another way Wont you spare me all the charms and take me in your arms I cant wait, I cant wait  Im the one you want, thats all I wanna be So come on baby make a move on me Got nowhere to go, all my time is free So come on baby make a move on me tonight I cant wait, I cant wait  You made the prettiest speech Ive heard But a single touch surely is worth a thousand words To a heart thats open wide and from the start was on your side Wont you spare me all the charms and take me in your arms I cant wait, I cant wait  Im the one you want, thats all I wanna be So come on baby make a move on me Got nowhere to go, all my time is free So come on baby make a move on me tonight I cant wait, I cant wait  Im the one you want, thats all I wanna be So come on baby make a move on me Got nowhere to go, all my time is free So come on baby make a move on me tonight I cant wait, I cant wait  Im the one you want, thats all I wanna be So come on baby make a move on me Got nowhere to go, all my time is free",1982
JANET JACKSON - WHAT HAVE YOU DONE FOR ME LATELY LYRICS,"Spoken intro: Whats up girl? He stood me up again Again? Mmhmm Well whats up with this guy? Do you really like him that much? Yes honey, I love him, he is fine, he does a lot of nice things for me I know he used to do nice stuff for you, but what has he done for you lately?)  Used to be a time when you would pamper me Used to brag about it all the time Your friends seem to think that youre so peachy keen But my friends say neglect is on your mind Whos right?  What have you done for me lately? Ooh ooh ooh yeah What have you done for me lately? Ooh ooh ooh yeah  Used to go to dinner almost every night Dancin til I thought Id lose my breath Ahh Now it seems your dancing feet are always on my couch Good thing I cook or else wed starve to death Aint that a shame?  What have you done for me lately? Ooh ooh ooh yeah What have you done for me lately? Ooh ooh ooh yeah  I never ask for more than I deserve You know its the truth You seem to think youre Gods gift to this earth Im tellin you, no way  You ought to be thankful for the little things, but little things are all you seem to give Youre always putting off what we can do today Soap opera says, youve got one life to live Whos right, whos wrong?  What have you done for me lately? Ooh ooh ooh yeah What have you done for me lately? Ooh ooh ooh yeah What have you done for me lately? Ooh ooh ooh yeah What have you done for me lately? Ooh ooh ooh yeah  Get with it Uh, let me know, and from the front Let me know, and let me know from the What have you done for me lately? Ooh ooh ooh yeah (yeah ha) What have you done for me lately? Ooh ooh ooh yeah (yeah) What have you done for me lately? Ooh ooh ooh yeah (yeah)  (No oh oh, no oh, yeah, mmmhmm Da di da di, da di da da Da Mmmhmm Yeah-e-yeah-e-yeah ha ha, hey Mmmhmm, yeah ha ha)  What have you done for me lately? (lately) Ooh ooh ooh yeah (Uh, uh, uh, da di di da, di da di da, a di do da da, yeah) What have you done for me lately? Ooh ooh ooh yeah What have you done for me lately? (lately)  This is wild, I swear",1986
ZZ TOP - LEGS LYRICS,"Shes got legs, she knows how to use them She never begs, she knows how to choose them Shes holdin legs, wonderin how to feel them Would you get behind them if you could only find them?  Shes my baby, shes my baby Yeah, its alright, oh yeah  Shes got hair down to her fanny Shes kinda jet set, try undo her panties Every time shes dancin she knows what to do Everybody wants to see, to see if she can use it  Shes so fine, shes all mine Girl, you got it right  Shes got legs, she knows how to use them She never begs, she knows how to choose them Shes got a dime, all of the time Stays out at night, movin through time  Oh, I want her, sure, I got to have her The girl is alright, shes alright",1984
QUINCY JONES - ONE HUNDRED WAYS LYRICS,"Compliment what she does Send her roses just because If its violins she loves Let them play  Dedicate her favorite song And hold her closer all night long Lover her today Find one hundred ways  Dont forget there could be An old lover in her memory If you need her so much more Why dont you say  Maybe she has it in her mind That shes just wasting her time Ask her to stay Find one hundred ways  Being cool wont help you keep a love warm Youll just blow your chance Take the time to open up your heart Thats the secret of romance  Sacrifice if you care Buy her some moonlight to wear If theres one more star she wants Go all the way  In your arms tonight Shell reflect that she owes you The sweetest of debts if she wants to pay Find one hundred ways  In your arms tonight Shell reflect that she owes you The sweetest of debts if she wants to pay Find one hundred ways  You better believe it, love her today Find one hundred ways Im telling you to love her today Find one hundred ways Oh love her, love her, love her One hundred ways You better love her today One hundred ways",1982
DONNA SUMMER - ON THE RADIO LYRICS,"Someone found a letter you wrote me, on the radio And they told the world just how you felt It must have fallen out of a hole in your old brown overcoat They never said your name But I knew just who they meant.  Whoa I was so surprised and shocked, and I wondered, too If by chance you heard it for yourself I never told a soul just how Ive been feeling over you But they said it really loud, they said it on the air  On the radio Whoa, oh, oh On the radio Whoa oh oh oh On the radio Whoa, oh, oh On the radio Whoa, oh, oh  Now, now Dont it kinda strike you sad when you hear our song Things are not the same since we broke up last June The only thing that I want to hear is that you love me still And that you think youll be comin home real soon  Whoa, oh, yeah, yeah And it made me feel proud when I heard you say You couldnt find the words to say it yourself And now in my heart I know I can say what I really feel Cause they said it really loud, they said it on the air  On the radio Whoa, oh, oh On the radio Whoa, oh, oh On the radio Whoa, oh, oh On the radio Whoa oh oh On the radio  If you think that love isnt found on the radio Well tune right in you made find the love you lost Cause now Im sitting here with the man I sent away long ago It sounded really loud, they said it really loud  On the radio Whoa, oh, oh On the radio Whoa, oh, oh On the radio Whoa, oh, oh On the radio Whoa, oh, oh On the radio",1980
MOODY BLUES - YOUR WILDEST DREAMS LYRICS,MOODY BLUES Miscellaneous Your Wildest Dreams Once upon a time  Once when you were mine  I remember skies  Reflected in your eyes  I wonder where you are  I wonder if you  Think about me  Once upon a time  In your wildest dreams   Once the world was new  Our bodies felt the morning dew  That greets the brand new day  We couldnt tear ourselves away  I wonder if you care  I wonder if you still remember  Once upon a time  In your wildest dreams   And when the music plays  And when the words are  Touched with sorrow  When the music plays  I hear the sound  I had to follow  Once upon a time  Once beneath the stars  The universe was ours  Love was all we knew  And all I knew was you  I wonder if you know  I wonder if you think about it  Once upon a time  In your wildest dreams   And when the music plays  And when the words are  Touched with sorrow  When the music plays  And when the music plays  I hear the sound  I had to follow  Once upon a time   Once upon a time  Once when you were mine  I remember skies  Mirrored in your eyes  I wonder where you are  I wonder if you  Think about me  Once upon a time  In your wildest dreams  In your wildest dreams  In your wildest dreams,1986
RICK SPRINGFIELD - DON'T TALK TO STRANGERS LYRICS,"When you were just a young girl and still in school How come you never learned the golden rule? Dont talk to strange men, dont be a fool Im hearing stories; I dont think thats cool  Why dontcha tell me someone isnt lovin you? Cause youre my girl, some say its no longer true Youre seeing some slick continental dude Im beggin you, please  (Dont talk to strangers) Baby, dontcha talk (Dont talk to strangers) You know hell only use you up (Dont talk, dont talk) Dont talk (Dont talk, dont talk to him) Nobody, nobody ever told you  Now tell me, hows life in the big city? I hear the competitions tough; baby, thats a pity And every mans an actor; every girl is pretty I dont like whats gettin back to me  Now, whos this Don Juan Ive been hearing of? Love hurts when only ones in love Now, did ya fall at first sight or did you need a shove? Im beggin you, please  (Dont talk to strangers) Baby, dontcha talk (Dont talk to strangers) You know hell only use you up (Dont talk, dont talk) Dont talk (Dont talk, dont talk to him) Nobody, nobody ever told you  (Fais lamour avec moi) Whats he sayin, baby? (Viens dormir, mon amour) I asked you not to talk to him (Je taime donne moi ton cœur se soir) Im begging you  (Dont talk to strangers) Baby, dontcha talk (Dont talk to strangers) You know hell only use you up (Dont talk, dont talk) Dont talk (Dont talk, dont talk to him) Nobody, nobody ever told you  (Dont talk to strangers) Baby, dontcha talk (Dont talk to strangers) You know hell only use you up (Dont talk to strangers) Baby, dontcha (Dont talk to strangers) Baby, dontcha talk (Dont talk to strangers...)",1982
DAVID BOWIE - LET'S DANCE LYRICS,"Lets dance Put on your red shoes and dance the blues Lets dance To the song theyre playin on the radio Lets sway While colour lights up your face Lets sway Sway through the crowd to an empty space  If you say run Ill run with you And if you say hide Well hide  Because my love for you Would break my heart in two If you should fall into my arms And tremble like a flower  Lets dance  Lets dance  For fear your grace should fall  Lets dance  For fear tonight is all  Lets sway  You could look into my eyes  Lets sway  Under the moonlight, this serious moonlight  And if you say run Ill run with you And if you say hide Well hide  Because my love for you Would break my heart in two If you should fall into my arms And tremble like a flower  Lets dance  Put on your red shoes and dance the blues  Lets sway  Under the moonlight, this serious moonlight  Lets sway Lets sway Lets dance, lets dance, lets dance, lets dance, lets...",1983
