songinfo,lyrics,year
THE JEFF HEALEY BAND - ANGEL EYES LYRICS,"Girl, youre lookin so good tonight And every guy has got you in his sights What youre doin with a clown like me? You know Ive been called worse Its got to be one of lifes little mysteries  So tonight Ill ask the stars above How did I ever win your love, yeah What did I do, what did I say To turn your angel eyes my way?  You know Im the guy who never learned to dance Never even got one second glance I never saw a second glance Way across a crowded room was close enough I could look but I could never touch  So tonight Ill ask the stars above, yeah Baby, how did I ever win your love? What did I do, what did I say To turn your angel eyes my way?  Dont anyone wake me, if its just a dream Cause shes the best thing thats ever happened to me All you fellows, you can stare at her all you like But this girl that you see, shes leavin here with me tonight  Theres just one more little thing that I need to know If this is love, why does it scare me so? Well, it must be somethin that only you can see Cause I can feel it, baby, when you look at me  So tonight Ill ask all the stars above How did I ever win your love? What did I do, what did I say To turn your angel eyes my way? Turn my way",1989
WHITNEY HOUSTON - ONE MOMENT IN TIME LYRICS,"Each day I live, I want to be A day to give the best of me Im only one, but not alone My finest day is yet unknown  I broke my heart for every gain To taste the sweet, I faced the pain I rise and fall, yet through it all This much remains  I want one moment in time When Im more than I thought I could be When all of my dreams are a heart beat away And the answers are all up to me  Give me one moment in time When Im racing with destiny Then in that one moment of time I will feel, I will feel eternity  Ive lived to be the very best I want it all, no time for less Ive laid the plans, now lay the chance Here in my hands  Give me one moment in time When Im more than I thought I could be When all of my dreams are a heart beat away And the answers are all up to me  Give me one moment in time When Im racing with destiny Then in that one moment of time I will feel, I will feel eternity  Youre a winner for a lifetime If you seize that one moment in time, make it shine  Give me one moment in time When Im more than I thought I could be When all of my dreams are a heart beat away And the answers are all up to me  Give me one moment in time When Im racing with destiny Then in that one moment of time I will be, I will be, I will be free, I will be, I will be free",1988
PAT BENATAR - WE BELONG LYRICS,"We belong  We belong to the light   Many times I tried to tell you  Many times you cried alone  Always Im surprised how well  You cut my feelings to the bone   Dont wanna leave you really  Ive invested too much time  To give you up that easy  To the doubts that complicate your mind   We belong to the light  We belong to the thunder  We belong to the sound of the words  Weve both fallen under   Whatever we deny or embrace  For worse or for better  We belong, we belong  We belong together   Maybe, its a sign of weakness  When I dont know what to say  Maybe, I just wouldnt know  What to do with my strength anyway   Have we become a habit?  Do we distort the facts?  Now, theres no looking forward  Now, theres no turning back   When you say  We belong to the light  We belong to the thunder  We belong to the sound of the words  Weve both fallen under   Whatever we deny or embrace  For worse or for better  We belong, we belong  We belong together   Close your eyes and try to sleep now  Close your eyes and try to dream  Clear your mind and do your best to try  And wash the palette clean   We cant begin to know it  How much we really care  I hear your voice inside me  I see your face everywhere   Still you say  We belong to the light  We belong to the thunder  We belong to the sound of the words  Weve both fallen under   Whatever we deny or embrace  For worse or for better  We belong, we belong  We belong together   We belong to the light  We belong to the thunder  We belong to the sound of the words  Weve both fallen under   Whatever we deny or embrace  For worse or for better  We belong, we belong  We belong together   We belong to the light",1985
DEBARGE - ALL THIS LOVE LYRICS,"I had some problems And no one could seem to solve them But you found the answer You told me to take this chance  And learn the way of love, my baby And all that it had to offer In time you will see that love wont let you down  You said that you loved me Said hurt only came to pass me It sounded so convincing That I gave it half a chance  And learned the way of love, my baby There is so much love inside me And all that I have I give my all to you All, all my love baby  And all this love is waiting for you And all this love is waiting for you, oh  I had some problems And no one could seem to solve them But you, you, you found the answer So I gave it half a chance  And learned the ways of love, my baby There is so much love inside me And all that I have I give my all to you All, all my love baby  And all this love is waiting for you And all this love is waiting for you  All this love is waiting for you And all this love is waiting for you  And all this love is waiting for you And all this love is waiting for you  Oh, I love how you make me feel this way My love is getting stronger every day, my baby And after all I went and put myself through I found that all I really needed was you, my darling  As the sun has its place up in the sky I love you so dearly And all the same, theres no need to wonder why I need you, please hear me  Say you really love me, baby Say you really love me, darling Cause I really love you baby Oh I really love you darling  Say you really love me, baby Say you really love me, darling Oh cause I really love you baby For I love you darling  Say you really love me, baby Say you really love me, darling Cause I really love you baby Sure enough love you darling",1983
DON HENLEY - DIRTY LAUNDRY LYRICS,"I make my living off the Evening News Just give me somethin, somethin I can use People love it when you lose, they love dirty laundry  Well, I couldve been an actor but I wound up here I just have to look good, I dont have to be clear Come and whisper in my ear, give us dirty laundry  Kick em when theyre up, kick em when theyre down Kick em when theyre up, kick em when theyre down Kick em when theyre up, kick em when theyre down Kick em when theyre up, kick em all around  We got the bubble headed bleach blonde who comes on at five She can tell you bout the plane crash with a gleam in her eye Its interesting when people die, give us dirty laundry  Can we film the operation? Is the head dead yet? You know the boys in the newsroom got a running bet Get the widow on the set! We need dirty laundry  You dont really need to find out whats goin on You dont really want to know just how far its gone Just leave well enough alone, eat your dirty laundry  Kick em when theyre up, kick em when theyre down Kick em when theyre up, kick em when theyre down Kick em when theyre up, kick em when theyre down Kick em when theyre stiff, kick em all around  Kick em when theyre up, kick em when theyre down Kick em when theyre up, kick em when theyre down Kick em when theyre up, kick em when theyre down Kick em when theyre stiff, kick em all around  Dirty little secrets, dirty little lies We got our dirty little fingers in everybodys pie We love to cut you down to size, we love dirty laundry  We can do The Innuendo, we can dance and sing When its said and done we havent told you a thing We all know that crap is king, give us dirty laundry  Kick em when theyre up, kick em when theyre down Kick em when theyre up, kick em when theyre down Kick em when theyre up, kick em when theyre down ...",1983
CHEAP TRICK - THE FLAME LYRICS,"Another night slowly closes in  And I feel so lonely  Touching heat freezing on my skin  I pretend you still hold me   Im going crazy, Im losing sleep  Im in too far, Im in way too deep over you  I cant believe youre gone  You were the first, youll be the last   Wherever you go, Ill be with you  Whatever you want, Ill give it to you  Whenever you need someone to lay your heart and head upon  Remember after the fire, after all the rain  I will be the flame, I will be the flame   Watching shadows move across the wall  It feels so frightening  I wanna run to you, I wanna call  But Ive been hit by lightening   Just cant stand up for fallin apart  Cant see through this veil across my heart, over you  Youll always be the one  You were the first, youll be the last   Wherever you go, Ill be with you  Whatever you want, Ill give it to you  Whenever you need someone to lay your heart and head upon  Remember after the fire, after all the rain  I will be the flame, I will be the flame   Im going crazy, Im losing sleep  Im in too far, Im in way too deep over you  Youll always be the one  You were the first, youll be the last   Wherever you go, Ill be with you  Whatever you want, Ill give it to you  Whenever you need someone to lay your heart and head upon  Remember after the fire, after all the rain  I will be the flame, I will be the flame   Whatever you want, Ill give it to you  Wherever you go, Ill be with you  And whatever you want, Ill give it to you  Oh whatever you want, Ill give it to you",1988
CHICAGO - WILL YOU STILL LOVE ME? LYRICS,"Take me as I am Put your hand in mine Now and forever Darling here I stand Stand before you now Deep inside I always knew  It was you, you and me Two hearts drawn together Bound by destiny It was you and you for me Every road leads to your door Every step I take forever more  Just say youll love me for the rest of your life I gotta lot of love and I dont want to let go Will you still love me for the rest of my life? Cause I cant go on, no, I cant go on I cant go on, if Im on my own  Take me as I am Put your heart in mine Stay with me forever Cause I am just a man Who never understood I never had a thing to prove  Till there was you You and me Then it all came clear so suddenly How close to you that I wanna be  Just say youll love me for the rest of your life I gotta lot of love and I dont want to let go Will you still love me for the rest of my life? Cause I cant go on, no, I cant go on I cant go on, if Im on my own  Do you believe a love could run so strong? Do you believe a love could pass you by? There was no special one for me I was the lonely one, you see But then my heart lost all control Now youre all that I know  Just say youll love me for the rest of your life I gotta lot of love and I dont want to let go Will you still love me for the rest of my life? Cause I cant go on, no, I cant go on  Cause I cant go on, no, I cant go on   (Will you still love me, just say youll love) I cant go on, without somebody, I could come on Cause I cant go on, no, I cant go on   (Will you still love me, just say youll love) I cant go on, I could say I love",1987
DARYL HALL & JOHN OATES - YOU MAKE MY DREAMS LYRICS,"What I want youve got It might be hard to handle Like the flame that burns the candle The candle feeds the flame  What Ive gots full stock Of thoughts and dreams that scatter You pull them all together And how I cant explain  Well, well you, you make my dreams come true Well, well, well you, you make my dreams come true  On a night when bad dreams Become a screamer When theyre messin with the dreamer I can laugh it in the face  Twist and shout my way out And wrap yourself around me Cause I aint the way you found me And Ill never be the same  Well, cause you, you make my dreams come true Well, well, well you, you make my dreams come true Listen to this  Im down on my daydream Oh that sleepwalk should be over by now I know  Oh you, you make my dreams come true Im waitin for, waitin for you girl,  you make my dreams come true Waitin for, waitin for you girl,  you make my dreams come true  Im waitin for, waitin for, waitin for, waitin for Waitin for, waitin for Ive been waitin for you girl",1981
GEORGE HARRISON - GOT MY MIND SET ON YOU LYRICS,"I got my mind set on you I got my mind set on you I got my mind set on you I got my mind set on you  But its gonna take money A whole lotta spending money Its gonna take plenty of money To do it right, child  Its gonna take time A whole lot of precious time Its gonna take patience and time, umm To do it, to do it, to do it, to do it, to do it To do it right, child  I got my mind set on you I got my mind set on you I got my mind set on you I got my mind set on you  And this time I know its for real The feelings that I feel I know if I put my mind to it I know that I really can do it  I got my mind set on you Set on you I got my mind set on you Set on you  But its gonna take money A whole lotta spending money Its gonna take plenty of money To do it right, child  Its gonna take time A whole lot of precious time Its gonna take patience and time, umm To do it, to do it, to do it, to do it, to do it To do it right child  I got my mind set on you I got my mind set on you I got my mind set on you I got my mind set on you  And this time I know its for real The feelings that I feel I know if I put my mind to it I know that I really can do it  But its gonna take money A whole lotta spending money Its gonna take plenty of money To do it right, child  Its gonna take time A whole lot of precious time Its gonna take patience and time, umm To do it, to do it, to do it, to do it, to do it To do it right  Set on you Set on you  Set on you Set on you  Set on you Set on you",1988
BRYAN ADAMS - STRAIGHT FROM THE HEART LYRICS,"I could start dreamin but itd never ends As long as youre gone we may as well pretend Ive been dreamin straight from the heart  You said its easy but whos to say That wed be able to keep it this way But its easier comin straight from the heart  Oh, give it to me straight from the heart Tell me we can make another start You know Ill never go, as long as I know Its comin straight from the heart  Ill see you on the street some other time And all our words would just fall out of line While were dreamin straight from the heart  Oh, give it to me straight from the heart Tell me we can make one more start You know Ill never go, as long as I know Its comin straight from the heart  Oh, [Incomprehensible] darlin  Oh, straight from the heart Tell me we can make one more start You know Ill never go, as long as I know You gotta tell me now  Straight from the heart Tell me we can make one more start You know Ill never go, as long as I know Its comin straight from the heart,  give it to me  Oh no, oh no straight from the heart You know Ill never go, as long as I know Its comin straight from the heart",1983
MICHAEL JACKSON - THE GIRL IS MINE - WITH PAUL MCCARTNEY LYRICS,"Every night she walks right in my dreams Since I met her from the start Im so proud, I am the only one Who is special in her heart  The girl is mine The doggone girl is mine I know shes mine Because the doggone girl is mine  I dont understand the way you think Saying that shes yours not mine Sending roses and your silly dreams Really just a waste of time  Because shes mine The doggone girl is mine Dont waste your time Because the doggone girl is mine  I love you more than he (Take you anywhere) But I love you endlessly (Loving we will share) So come and go with me Two on the time  But we both cannot have her So its one or the other And one day youll discover That shes my girl forever and ever  Oh, dont build your hopes to be let down Cause I really feel its time I know shell tell you Im the one for her Cause she said I blow her mind  The girl is mine The doggone girl is mine Dont waste your time Because the doggone girl is mine  Shes mine, shes mine No, no, no, shes mine The girl is mine, the girl is mine The girl is mine, the girl is mine  The girl is mine (Mine, mine) Yep, shes mine (Mine, mine)  The girl is mine (Mine, mine) Yeah, shes mine (Mine, mine)  Dont waste your time Because the doggone girl is mine Girl is mine, girl is mine  Michael, were not going to fight about this, okay? Paul, I think I told you, Im a lover, not a fighter Ive heard it all before, Michael She told me that Im her forever lover You know, dont you remember?  Well, after loving me, she said she couldnt love another Is that what she said? Yes, she said it, you keep dreaming  I dont believe it, no   (Mine, mine) The girl is mine   (Mine, mine, mine)  No, mine, no, mine (Mine, mine) Shes mine, mine, mine, mine, mine   (Mine, mine, mine) The girl is mine",1983
DONNA SUMMER - LOVE IS IN CONTROL LYRICS,"Donna Summer  Donna Summer  Love Is In Control  (finger on the trigger)   (ive) hung around with big shots  Never knew love was in the sights  I guess i missed the target  Caught up in a different line of fire   But i know since ive been aiming  For the sweetness in your soul  Your name is on the bullet  And its gettin ready to explode  Theres been a change inside my life  And i just wanna let you know   Ive got my finger on the trigger  Love is in control  Ive got my finger on the trigger  I aint lettin go   Bass line:  Baby, lets have some fun  A wont cha be my, my  Number one   Mama used to tell me  Girl, you better load your gun up right  She said ya, ya gotta come out smokin  Hit it with your best shot every time  Well i didnt understand her  til you walked right into range  I saw your love at twenty paces  And i new id won the game  You better raise your heart up high  Or love will blow you right away   Ive got my finger on the trigger  Love is in control  Ive got my finger on the trigger  I aint lettin go  Ive got my finger on the trigger  Love is in control  Ive got my finger on the trigger  I aint lettin go   Leave off that safety catch  There aint no risk  Were gonna have some fun  Ive got cha, loves begun  So stay with me  Until the mornin sun   Youre superbullet number one   Bass line:  Baby, lets have some fun  A wont cha be my, my  Number one  Theres been a change inside  My life  And i just wanna let you know   Ive got my finger on the trigger  Love is in control  Ive got my finger on the trigger  I aint lettin go  Ive got my finger on the trigger  Love is in control  Ive got my finger on the trigger  I aint lettin go...    Check it out at yahoo! mail     More...    Personalize your email address!  With yahoo! mail personal address, you can create your own email address and domain - [email protected], [email protected] - be creative! give the gift of gab by sharing your email domain with fr  And family. all this for only $35 per year!  Check it out at yahoo! mail   [close]    Undefined  [close]    Undefined",1982
BRUCE SPRINGSTEEN - HUNGRY HEART LYRICS,Got a wife and kids in baltimore jack  I went out for a ride and i never went back  Like a river that dont know where its flowing  I took a wrong turn and i just kept going   Everybodys got a hungry heart  Everybodys got a hungry heart  Lay down your money and you play your part  Everybodys got a hungry heart   I met her in a kingstown bar  We fell in love i knew it had to end  We took what we had and we ripped it apart  Now here i am down in kingstone again   Everybodys got a hungry heart...   Everybody needs a place to rest  Everybody wants to have a home  Dont make no difference what nobody says  Aint nobody like to be alone   Everybodys got a hungry heart...,1981
BOZ SCAGGS - MISS SUN LYRICS,"Been thinking bout you all night Guess you got me in your spell But I think that Ill be alright Even if I dont get well  Hey, Miss Sun, what could I say I tried to hold you But the Moon got in the way It wont be long before The morning has you back in my arms  I can still remember What you told me with your eyes One kiss, now its down to this Guess its time you realize  Hey, Miss Sun, what could I say I tried to hold you But the Moon got in the way It wont be long before The morning has you back in my arms Has you back in my arms  Hey, Miss Sun, what could I say I tried to hold you But the Moon got in the way It wont be long before The morning has you back in my arms In my arms  Hey , Miss Sun What could I say I tried to hold you But the Moon got in my way It wont be long before The morning has you back in my arms  [Inaudible]  One kiss is what I need One kiss, give it to me It wont be long until The morning has you Wont be long until The morning has you back in my arms  One kiss, I realize One kiss, I can see it in your eyes  Oh, it wont be long until The morning has you back in my arms",1981
COMMODORES - OH NO LYRICS,"Commodores All The Great Love Songs Oh No (Lionel Richie, 1981)   I want you to want me  Im going crazy knowing he will be your lover tonight  and when he comes  Ill let you go  Ill just pretend as you walk out of the door  oh no  I cant sleep  oh no  Im going crazy in love over you   I need you to need me  I wanna hold you but youre holding someone else in your arms  when I close my eyes  I see your face  Im just not sure how much my heart can breakoh no  I cant think  oh no  Im going crazy in love over you   oh no  I cant sleep anymore baby  oh no I cant think anymore baby  oh no  Im going crazy in love over you",1982
JERMAINE STEWART - WE DON'T HAVE TO TAKE OUR CLOTHES OFF LYRICS,"Not a word, from your lips You just took for granted that I want to skinny dip. A quick hit, thats your game. But Im not a piece of meat, stimulate my brain. Night is young, so are we. Lets get to know each other better, slow & easily. Take my hand, lets hit the floor. Shake our bodies to the music. Maybe then youll score. So come on baby, wont you show some class Why you want to move so fast. We dont have to take our clothes off To have a good time Oh no We could dance & party all night And drink some cherry wine Uh huh We dont have to take our clothes off To have a good time Oh no We could dance & party all night (all night) And drink some cherry wine Uh huh Na na na na na na na... Just slow down if you want me A man wants to be approached cool & romantically Ive got needs Just like you Gimme conversations, good vibrations, through & through So come on baby, wont you show some class Why you want to move so fast We dont have to take our clothes off To have a good time Oh no We could dance & party all night (all night) And drink some cherry wine Uh huh Na na na na na na... Na na na na na na... Na na na na na na... Na na na na na na... So come on baby, wont you show some class Why you want to move so fast We dont have to take our clothes off To have a good time Oh no We could dance & party all night (all night) And drink some cherry wine Uh huh Na na na na na na... Na na na na na na... Na na na na na na...",1986
SAMANTHA FOX - I WANNA HAVE SOME FUN LYRICS,"Hello, its me again Dont you know its hard to keep a good woman down But then again, maybe that could be fun Sa-Sa-Sa-Sa-Samantha Fox  Aint it funny how when I say lets go out Youre always saying someone else will get me Whats a girl to do, I like to have fun too But youre so jealous, you never let me  So how come you can leave, but when it comes to me Always something I must prove You know I love you, always thinking of you But tonight, Ive got to make that move  I wanna have some fun Move my body all night long I wanna have some fun Move my body all night long  Working 9 to 5 each and every day What your momma used to say, all work, no play I know what to do, I think Ill call my crew Of course, I love you, but naughty girls need fun too  Could it be that I make you feel guilty why Is there something I cant see, no I just dont buy it, so dont even try it Ive got to go in the place to be  I wanna have some fun Move my body all night long Working hard every day So I aint staying home no way  I need it I want it Got to Flaunt it  Im not a prisoner, cant you see? Unlock the door so I can breathe Whenever it comes to you my dear I say stay with me but you still go So now I learn, its my turn  I want you to stay here with me You can have fun with me With you? Yeah, with me Come on, I can have loads of fun without you Without me? Yeah!",1989
ELTON JOHN - EMPTY GARDEN LYRICS,"What happened here As the New York sunset disappeared I found an empty garden among the flagstones there Who lived here He must have been a gardener that cared a lot Who weeded out the tears and grew a good crop And now it all looks strange Its funny how one insect can damage so much grain  And whats it for This little empty garden by the brownstone door And in the cracks along the sidewalk nothing grows no more Who lived here He must have been a gardener that cared a lot Who weeded out the tears and grew a good crop And we are so amazed were crippled and were dazed A gardener like that one, no-one can replace  And Ive been knocking but no one answers And Ive been knocking most all the day Oh and Ive been calling, oh hey hey Johnny Cant you come out to play?  And through their tears Some say he farmed his best in younger years But hed have said that roots grow stronger if only he could hear Who lived there He must have been a gardener that cared a lot Who weeded out the tears and grew a good crop Now we pray for rain, and with every drop that falls We hear, we hear your name  And Ive been knocking but no one answers And Ive been knocking most all the day Oh and Ive been calling, oh hey hey Johnny Cant you come out to play?  And Ive been knocking but no one answers And Ive been knocking most all the day Oh and Ive been calling, oh hey hey Johnny Cant you come out, cant you come out to play?  Johnny, cant you come out to play in your empty garden? Johnny, cant you come out to play in your empty garden? Johnny, cant you come out to play in your empty garden? ...",1982
LOVERBOY - WORKING FOR THE WEEKEND LYRICS,"Everyones watchin to see what you will do  Everyones lookin at you, oh  Everyones wonderin will you come out tonight  Everyones tryin to get it right, get it right   Everybodys workin for the weekend  Everybody wants a new romance  Everybodys goin off the deep end  Everybody needs a second chance, oh   You want a piece of my heart  You better start from the start  You wanna be in the show  Cmon baby, lets go   Everyones lookin to see if it was you  Everyone wants you to come through  Everyones hopin itll all work out  Everyones waiting to hold you out   Everybodys workin for the weekend  Everybody wants a new romance, hey yeah  Everybodys goin off the deep end  Everybody needs a second chance, oh   You want a piece of my heart  You better start from the start  You wanna be in the show  Cmon baby, lets go   Hey   You want a piece of my heart  You better start from the start  You wanna be in the show  Cmon baby, lets go   You want a piece of my heart  You better start from the start  You wanna be in the show  Cmon baby, lets go",1982
GO GOS - VACATION LYRICS,Go Gos Vacation Vacation (Kathy Valentine/Charlotte Caffey/Jane Wiedlin)   Cant seem to get my mind off of you  Back here at home theres nothin to do  Now that Im away  I wish Id stayed  Tomorrows a day of mine that you wont be in   When you looked at me I shouldve run  But I thought it was just for fun  I see I was wrong  And Im not so strong  I shouldve known all along that time would tell   A week without you  Thought Id forget  Two weeks without you and I  Still havent gotten over you yet   CHORUS  Vacation  All I ever wanted  Vacation  Had to get away  Vacation  Meant to be spent alone   A week without you  Thought Id forget  Two weeks without you and I  Still havent gotten over you yet   CHORUS  -------------------------------------------,1982
KYLIE MINOGUE - THE LOCO-MOTION LYRICS,"Everybodys doing a rain dance now (Come on baby, do the loco-motion) I know youll get to like it if you give it a chance now (Come on baby, do the loco-motion) My little baby sister can do it with ease Its easier than learnin your ABCs  So come on, come on, do the loco-motion with me You gotta swing your hips now Come on baby, jump up, mmm, jump back Oh well, I think you got the knack  Oh, oh, now that you can do it, lets make a chain now (Come on baby, do the loco-motion) Chug-a-chug-a motion like a railway train now (Come on baby, do the loco-motion) Do it nice and easy, now dont lose control A little bit of rhythm and a lot of soul  So come on, come on do the loco-motion with me The loco-motion, come on, come on, the loco-motion Come on, come on, the loco-motion Come on, come on, come on, come on, come on  Move around the floor in a loco-motion (Come on baby, do the loco-motion) Yeah, do it holding hands if you get the notion (Come on baby, do the loco-motion) Theres never been a dance thats so easy to do It even makes you happy when youre feeling blue  So come on, come on, do the loco-motion with me You gotta swing your hips now Come on baby, jump up, mmm, jump back Oh well, I think you got the knack  Oh, oh, do the loc, do the loc, do the loco, loco-motion (Come on baby, do the loco-motion) Do the loc, do the loc, do the loco, loco-motion (Come on baby, do the loco-motion) Do it nice and easy now, dont lose control A little bit of rhythm and a lot of soul  Come on, come on do the loco-motion Come on, come on do the loco-motion Come on, come on do loco, loco-motion with me The loco-motion, come on, come on, the loco-motion Come on, come on, the loco-motion Come on, come on, the loco-motion ...",1988
EDDIE MONEY - WALK ON WATER LYRICS,"Well, if I could walk on water And if I could find some way to prove If I could walk on water, would you Believe in me, my love is so true  Na, na, na Na, na, na Na, na, na  Well, Im no angel, now, Ill admit I made a few bad moves, I, I should regret I hurt you once or so you said Just one more chance is all you get  Didnt mean to do you wrong again Worse things have been done by better men Baby, baby, dont, dont treat me this way I know, yes, Ive got to pay now, Im still paying  Well, if I could walk on water And if I could find some way to prove If I could walk on water would you Believe in me, my love is true  Na, na, na Na, na, na Na, na, na  All along, I told you lies To err is human, forgive is divine Dont be a fool, dont settle the score Cause I cant take it no more, I cant take it  Well, if I could walk on water And if I could find some way to prove If I could walk on water would you Believe in me, my love is true  Well, if I could walk on water, if I could Is that what Im gonna have to do? If I could walk on water would be you Believe in me, my love is so true  Na, na, na Na, na, na Na, na, na Do I have to walk, walk, walk on water for you?  Hey baby, baby, theres a little time, lets spend it together Well get over what we left behind, theres our future together Yeah, well, lets stay together  Ooh yeah, Ill keep walkin, walkin, walkin for you, for you  Well, if I could walk on water And if I could find some way to prove If I could walk on water would you Believe in me, my love is true  My love is so true, ooh, do I have to walk, oh, walk on water for you?  If I had to walk, girl If I had to walk, walk, walk Do I have to walk on water, walk on water for you?  Do I have to walk on water? Do I have to find some way to prove? Do I have to walk on water, walk on water for you?  Do I have to walk on water? Do I have to find some way to prove? Yeah, yeah, walk on water, walk on water for you",1989
THE TUBES - SHE'S A BEAUTY LYRICS,"Step right up, and dont be shy Because you will not believe your eyes Shes right here, behind the glass Youre gonna like her cause shes got class  You can look inside another world You get to talk to a pretty girl Shes everything you dream about  But dont fall in love Shes a beauty (Shes one in a million girls) Shes a beauty (Why would I lie) Why would I lie  You can say anything you like But you cant touch the merchandise Shell give you every pennys worth But it will cost you a dollar first  You can step outside your little world (Step outside your world) You can talk to a pretty girl Shes everything you dream about  But dont fall in love Cause if you do you find out She dont love you (Shes one in a million girls) One in a million girl (Why would I lie) Now why would I lie, oh  Step outside your world  But dont fall in love Shes a beauty (Shes one in a million girls) One in a million girl (Why would I lie) Now why would I lie  But dont fall in love Cause if you do you find out She dont love you (Shes one in a million girls) One in a million girl (Why would I lie) Why would I lie  But dont fall in love Shes one in a million girl",1983
RICK SPRINGFIELD - LOVE SOMEBODY LYRICS,"I can see the path youre cutting It cost me a little piece of my heart I can see the doors youre shutting Cause they were open at the start  Baby, loving you has been hard on me Youre such a tough little sister Just looking for Mr. Right On the wrong side of town  You better love somebody Its late You better love somebody Dont wait  You better love somebody Dont tempt, fate Youre gonna pull you just a little too far One night  Your eyes are wild, your skins so white Youre undernourished and overfed Shes got the teeth, she knows how to bite Cause when you bit, I bled  You got the perfect image of the perfect man Youre a tough little sister But youll settle for a mister tonight But youre running out of time  You better love somebody Its late You better love somebody Dont wait  You better love somebody Dont tempt fate Youre gonna pull you just a little too far One night  Im only saying what I feel You think Im wrong, I know You thought I was sleeping at the wheel I thought that you were driving  You better love somebody You better love somebody  You better love somebody Its late You better love somebody Dont wait  You better love somebody Dont tempt, fate Theyre gonna pull you just a little too far One night  One night One night One night One night",1984
STEVIE WONDER - MASTER BLASTER LYRICS,"Everyones feeling pretty Its hotter than July Though the worlds full of problems They couldnt touch us even if they tried  From the park I hear rhythms Marleys hot on the box Tonight there will be a party On the corner at the end of the block  Didnt know you Would be jammin until the break of dawn I bet nobody ever told you that you Would be jammin until the break of dawn You would be jammin and jammin and jammin, jam on  They want us to join their fighting But our answer today Is to let all our worries Like the breeze through our fingers slip away  Peace has come to Zimbabwe Third worlds right on the one Nows the time for celebration Cause weve only just begun  Didnt know you Would be jammin until the break of dawn Bet nobody ever told you that you Would be jammin until the break of dawn?  Did nobody ever told you that you (Were in the middle of the makins of the master blaster jammin) Would be jammin until the break of dawn?  I know nobody told you that you (Were in the middle of the makins of the master blaster jammin) Would be jammin until the break of dawn Were jammin, jammin, jammin, jam on  You ask me am I happy Well as matter of fact I can say that Im ecstatic Cause we all just made a pact  Weve agreed to get together Joined as children in Jah When youre movin in the positive Your destination is the brightest star  You didnt know that you (Were in the middle of the makins of the master blaster jammin) Would be jammin until the break of dawn Bet nobody ever told you that you (Were in the middle of the makins of the master blaster jammin) Would be jammin until the break of dawn  Oh, oh, oh, oh, oh, you (Were in the middle of the makins of the master blaster jammin) Would be jammin until the break of dawn Dont you stop the music, no no (Were in the middle of the makins of the master blaster jammin)  (Were in the middle of the makins of the master blaster jammin) Nobody told you oh, oh, oh, you (Were in the middle of the makins of the master blaster jammin) Would be jammin until the break of dawn  I bet you if someone approaches you (Were in the middle of the makins of the master blaster jammin) Yesterday to tell you that you would be jammin you would not believe it Because you never thought that you would be jammin Oh, oh, oh, oh  (Were in the middle of the makins of the master blaster jammin) Jammin til the break of dawn Oh, oh, oh, you may as well believe what you are feeling (Were in the middle of the makins of the master blaster jammin) Because you feel your body jammin",1981
JANET JACKSON - NASTY LYRICS,"Give me a beat!   Sittin in the movie show, thinkin nasty thoughts, uh  Better be a gentleman or youll turn me off, uh  Thats right, let me tell you   Nasty, nasty boys, dont mean a thing, uh  Oh you nasty boys  Nasty, nasty boys, dont ever change, uh  Oh you nasty boys   I dont like no nasty car, I dont like nasty food, uh  The only nasty thing I like is a nasty groove, uh  Will this one do?  Uh huh, I know say   Nasty, nasty boys, dont mean a thing, uh  Oh you nasty boys  Nasty, nasty boys, dont ever change, uh  Oh you nasty boys   Nasty, nasty boys give me a nasty groove, uh  Oh you nasty boys  Nasty, nasty boys let me see your nasty body move, uh  Oh you nasty boys   I could learn to like this  Listen up   Im not a prude, I just want some respect  So close the door if you want me to respond  Cause privacy is my middle name  My last name is control  No, my first name aint baby, its Janet  Ms. Jackson if youre nasty   Nasty boys, dont mean a thing, uh  Oh you nasty boys  Nasty boys, dont ever change, uh  Oh you nasty boys   Nasty boys, dont mean a thing  Oh you nasty boys dont mean a thing to me, uh  Dont mean a thing, uh  Oh you nasty boys, uh   I love this part   Hey! Whos that thinkin nasty thoughts?  Nasty boys!  Whos that in that nasty car?  Nasty boys!  Whos that eatin that nasty fruit?  Nasty boys!  Whos jammin to my nasty groove?  Nasty boys!   Ladies? Nasty boys dont mean a thing  Oh you nasty boys",1986
